revenue_id,client_id,client_name,project_id,project_name,invoice_id,contract_id,revenue_period,revenue_date,revenue_amount,currency,revenue_type,revenue_stream,monthly_recurring_revenue_mrr,annual_recurring_revenue_arr,gross_revenue,net_revenue,tax_amount,profit_margin,recognition_date,payment_status,outstanding_amount,collection_days,revenue_growth_percentage,revenue_band,forecast_revenue,upsell_revenue,country,billing_frequency
REV00094,CLT030,"Young, Russo and Green",PRJ002,Matrix Interactive Bandwidth,INV00094,CON036,Jun-25,06-06-2025,3511789,SGD,Deferred,One-time,292649.08,3511789,3511789,2879666.98,632122.02,20.89,11-06-2025,Pending,1168715,72,-6.95,High,3943238,106607,India,Monthly
REV00095,CLT031,Lee-Herrera,PRJ007,Synergize 24/7 Networks,INV00095,CON056,Mar-26,30-03-2026,2843107,INR,Accrued,Recurring,236925.58,2843107,2843107,2331347.74,511759.26,23.95,04-04-2026,Overdue,32157,32,41.23,High,3805849,61507,Australia,Quarterly
REV00096,CLT007,"Hartman, Thompson and Hughes",PRJ016,E-Enable Magnetic E-Business,INV00096,CON049,Oct-25,06-10-2025,2736311,INR,Accrued,One-time,228025.92,2736311,2736311,2243775.02,492535.98,32.23,11-10-2025,Partial,777424,45,9.84,High,3334899,116011,USA,Quarterly
REV00097,CLT032,Lucas-Charles,PRJ016,Re-Intermediate Plug-And-Play Convergence,INV00097,CON030,May-25,25-05-2025,1461246,SGD,Recognized,Recurring,121770.5,1461246,1461246,1198221.72,263024.28,20.4,30-05-2025,Paid,177487,22,28.22,Medium,1748373,480719,India,Monthly
REV00098,CLT040,Leonard Inc,PRJ020,Re-Contextualize Wireless E-Services,INV00098,CON059,Feb-26,08-02-2026,4103410,SGD,Accrued,One-time,341950.83,4103410,4103410,3364796.2,738613.8,10.13,13-02-2026,Paid,1023104,7,-14.6,High,4987666,6213,USA,Monthly
REV00099,CLT034,Shannon PLC,PRJ009,Whiteboard Efficient Architectures,INV00099,CON053,Jul-25,04-07-2025,3023267,SGD,Deferred,Recurring,251938.92,3023267,3023267,2479078.94,544188.06,28.61,09-07-2025,Partial,832352,15,7.38,High,3542689,296223,Singapore,Annual
REV00100,CLT028,Chan Inc,PRJ011,Evolve 24/365 Supply-Chains,INV00100,CON037,Dec-25,05-12-2025,849953,USD,Recognized,One-time,70829.42,849953,849953,696961.46,152991.54,11.49,10-12-2025,Overdue,22309,34,-2.31,Medium,1113808,465334,India,Annual
REV00101,CLT026,Mcmillan-Anderson,PRJ003,Exploit Proactive Architectures,INV00101,CON020,Feb-26,22-02-2026,1412731,SGD,Accrued,One-time,117727.58,1412731,1412731,1158439.42,254291.58,29.45,27-02-2026,Partial,408060,91,38.79,Medium,1623961,396156,India,Monthly
REV00102,CLT015,Baker PLC,PRJ012,Integrate Innovative Communities,INV00102,CON036,Mar-26,03-03-2026,3199309,INR,Recognized,One-time,266609.08,3199309,3199309,2623433.38,575875.62,16.7,08-03-2026,Pending,389520,92,20.15,High,3724065,404838,India,Monthly
REV00103,CLT018,Drake-Hendricks,PRJ004,Redefine Vertical Web Services,INV00103,CON009,Sep-25,26-09-2025,782302,INR,Accrued,Recurring,65191.83,782302,782302,641487.64,140814.36,35.9,01-10-2025,Paid,225957,62,18.42,Medium,941682,54155,USA,Annual
REV00104,CLT034,"Johnson, Smith and Newman",PRJ006,Iterate One-To-One Relationships,INV00104,CON044,Aug-25,19-08-2025,3243811,USD,Deferred,One-time,270317.58,3243811,3243811,2659925.02,583885.98,37.86,24-08-2025,Partial,291168,39,3.07,High,3885881,33170,USA,Quarterly
REV00105,CLT026,Williams PLC,PRJ011,Syndicate Killer E-Tailers,INV00105,CON054,May-26,21-05-2026,3236747,USD,Accrued,Recurring,269728.92,3236747,3236747,2654132.54,582614.46,25.18,26-05-2026,Partial,923214,47,10.84,High,4198256,341330,USA,Quarterly
REV00106,CLT008,"Allen, Johnson and Chandler",PRJ019,Enable User-Centric Action-Items,INV00106,CON013,Dec-25,20-12-2025,4627068,USD,Accrued,Recurring,385589,4627068,4627068,3794195.76,832872.24,41.27,25-12-2025,Partial,1429655,103,18.01,High,6181306,242022,USA,Quarterly
REV00107,CLT026,"Smith, Hood and Jones",PRJ018,Incentivize Global E-Business,INV00107,CON033,Jun-25,10-06-2025,3558960,INR,Accrued,One-time,296580,3558960,3558960,2918347.2,640612.8,12.15,15-06-2025,Paid,77102,106,43.11,High,4486034,425877,Singapore,Monthly
REV00108,CLT034,Melendez Inc,PRJ018,Integrate Bleeding-Edge Mindshare,INV00108,CON038,Sep-25,25-09-2025,4875424,USD,Deferred,Recurring,406285.33,4875424,4875424,3997847.68,877576.32,39.62,30-09-2025,Partial,934865,52,8.47,High,6248843,308590,India,Quarterly
REV00109,CLT029,"Valenzuela, Blackwell and Gonzalez",PRJ015,Unleash Holistic Partnerships,INV00109,CON021,Jul-25,27-07-2025,613499,SGD,Accrued,Recurring,51124.92,613499,613499,503069.18,110429.82,35.57,01-08-2025,Paid,11713,108,27.65,Medium,648330,179871,Singapore,Annual
REV00110,CLT012,"Brown, Spears and Sanchez",PRJ014,Architect 24/365 Solutions,INV00110,CON026,Mar-26,22-03-2026,294882,SGD,Recognized,One-time,24573.5,294882,294882,241803.24,53078.76,11.25,27-03-2026,Paid,80492,118,-3.16,Low,362015,203861,Singapore,Annual
REV00111,CLT032,"Jones, Cummings and Butler",PRJ017,Reinvent Dynamic Web-Readiness,INV00111,CON041,Jul-25,14-07-2025,2679024,SGD,Accrued,Recurring,223252,2679024,2679024,2196799.68,482224.32,14.12,19-07-2025,Partial,823224,80,-8.15,High,3095868,240050,USA,Annual
REV00112,CLT037,Mason Group,PRJ013,Engage End-To-End Action-Items,INV00112,CON028,Oct-25,16-10-2025,1608214,USD,Recognized,Recurring,134017.83,1608214,1608214,1318735.48,289478.52,12.52,21-10-2025,Partial,563483,93,40.15,Medium,2137651,90824,USA,Quarterly
REV00113,CLT027,"Terry, Hubbard and Gray",PRJ016,Architect Sticky Deliverables,INV00113,CON027,Mar-26,27-03-2026,3773298,INR,Recognized,One-time,314441.5,3773298,3773298,3094104.36,679193.64,18.1,01-04-2026,Pending,350755,15,18.92,High,4862891,115620,USA,Monthly
REV00114,CLT003,"Freeman, Norton and Glass",PRJ015,Redefine Scalable Markets,INV00114,CON035,Sep-25,19-09-2025,1883262,USD,Deferred,Recurring,156938.5,1883262,1883262,1544274.84,338987.16,22.35,24-09-2025,Paid,107391,99,34.8,Medium,2401919,156085,USA,Quarterly
REV00115,CLT023,Madden and Sons,PRJ018,Envisioneer Turn-Key Technologies,INV00115,CON018,Jan-26,14-01-2026,4569518,INR,Recognized,One-time,380793.17,4569518,4569518,3747004.76,822513.24,41.8,19-01-2026,Paid,678750,95,2.56,High,5583131,499330,UK,Annual
REV00116,CLT018,"Jensen, Cox and Campbell",PRJ014,Monetize Customized Functionalities,INV00116,CON025,Nov-25,20-11-2025,3841581,SGD,Deferred,One-time,320131.75,3841581,3841581,3150096.42,691484.58,46.19,25-11-2025,Pending,1328813,106,37.81,High,4140949,270329,USA,Quarterly
REV00117,CLT014,Hawkins-Smith,PRJ016,Repurpose Plug-And-Play Initiatives,INV00117,CON018,Jun-25,18-06-2025,2758389,SGD,Recognized,Recurring,229865.75,2758389,2758389,2261878.98,496510.02,24.93,23-06-2025,Pending,708323,75,19.68,High,3364800,254456,India,Annual
REV00118,CLT018,Mccann LLC,PRJ003,Deliver 24/7 Action-Items,INV00118,CON042,Jun-25,01-06-2025,3073551,SGD,Accrued,Recurring,256129.25,3073551,3073551,2520311.82,553239.18,30.38,06-06-2025,Overdue,172848,52,24.87,High,3825567,27151,USA,Quarterly
REV00119,CLT001,Casey-Watson,PRJ011,Redefine Revolutionary Web-Readiness,INV00119,CON053,May-25,25-05-2025,1061613,INR,Deferred,One-time,88467.75,1061613,1061613,870522.66,191090.34,25.78,30-05-2025,Paid,363872,21,13.66,Medium,1187609,46835,USA,Monthly
REV00120,CLT010,Valencia Ltd,PRJ014,Scale Proactive Web Services,INV00120,CON040,Aug-25,28-08-2025,3760984,USD,Deferred,Recurring,313415.33,3760984,3760984,3084006.88,676977.12,36.45,02-09-2025,Overdue,181797,119,-8.97,High,4798014,309106,UK,Monthly
REV00121,CLT026,Lewis PLC,PRJ010,Empower Compelling Initiatives,INV00121,CON042,Jan-26,26-01-2026,507759,SGD,Deferred,One-time,42313.25,507759,507759,416362.38,91396.62,36.15,31-01-2026,Paid,129731,54,-8.24,Medium,609247,311390,India,Monthly
REV00122,CLT017,"Young, Larsen and Wilson",PRJ007,Enhance B2B Paradigms,INV00122,CON003,Jan-26,16-01-2026,557249,USD,Recognized,Recurring,46437.42,557249,557249,456944.18,100304.82,5.94,21-01-2026,Overdue,104326,69,2.19,Medium,704245,402186,UK,Quarterly
REV00123,CLT005,Cole Inc,PRJ010,Reinvent Value-Added Vortals,INV00123,CON045,Feb-26,18-02-2026,3719898,USD,Recognized,Recurring,309991.5,3719898,3719898,3050316.36,669581.64,34.81,23-02-2026,Paid,121437,36,-9.83,High,4390763,237697,Singapore,Annual
REV00124,CLT011,"Nelson, Pruitt and Schaefer",PRJ012,Maximize E-Business Systems,INV00124,CON009,Dec-25,22-12-2025,2304559,SGD,Deferred,Recurring,192046.58,2304559,2304559,1889738.38,414820.62,10.55,27-12-2025,Pending,123791,103,38.99,High,2651402,225089,India,Quarterly
REV00125,CLT008,"Gonzalez, Snow and Paul",PRJ008,Leverage Efficient E-Tailers,INV00125,CON048,May-25,29-05-2025,4318332,USD,Recognized,Recurring,359861,4318332,4318332,3541032.24,777299.76,51.07,03-06-2025,Pending,92354,114,36.78,High,4851064,247340,Singapore,Annual
REV00126,CLT004,Jones Ltd,PRJ006,Embrace Front-End Relationships,INV00126,CON015,Apr-26,26-04-2026,4376626,USD,Accrued,One-time,364718.83,4376626,4376626,3588833.32,787792.68,48.54,01-05-2026,Pending,840800,13,37.62,High,5732547,405551,India,Monthly
REV00127,CLT035,"Harrison, Mcgee and Lopez",PRJ008,Matrix Next-Generation E-Business,INV00127,CON010,Jul-25,12-07-2025,103501,USD,Accrued,One-time,8625.08,103501,103501,84870.82,18630.18,19.56,17-07-2025,Paid,1566,34,17.49,Low,128422,363573,India,Annual
REV00128,CLT015,"Sutton, Hernandez and Mejia",PRJ017,Empower Next-Generation Technologies,INV00128,CON027,Jan-26,13-01-2026,3174689,INR,Accrued,Recurring,264557.42,3174689,3174689,2603244.98,571444.02,14.29,18-01-2026,Overdue,178053,79,-9.27,High,3460582,429896,Australia,Quarterly
REV00129,CLT013,"Abbott, Wilson and Torres",PRJ005,Morph Cutting-Edge E-Markets,INV00129,CON050,Jul-25,20-07-2025,4954886,SGD,Recognized,One-time,412907.17,4954886,4954886,4063006.52,891879.48,45.59,25-07-2025,Paid,325919,18,-5.14,High,5895405,213129,USA,Quarterly
REV00130,CLT006,Fields Inc,PRJ008,Synergize Wireless Eyeballs,INV00130,CON023,May-26,19-05-2026,3373939,USD,Accrued,Recurring,281161.58,3373939,3373939,2766629.98,607309.02,12.3,24-05-2026,Paid,102656,91,2.93,High,4372715,91156,UK,Monthly
REV00131,CLT006,Wright-Leon,PRJ019,Implement Revolutionary Models,INV00131,CON038,Oct-25,11-10-2025,2221144,INR,Deferred,Recurring,185095.33,2221144,2221144,1821338.08,399805.92,4.43,16-10-2025,Overdue,78629,7,44.83,High,2463970,338683,India,Monthly
REV00132,CLT014,"Johnson, Cook and Gilmore",PRJ006,Evolve Granular E-Business,INV00132,CON018,Sep-25,25-09-2025,2397590,USD,Accrued,One-time,199799.17,2397590,2397590,1966023.8,431566.2,27.43,30-09-2025,Pending,926336,24,-12.92,High,2962828,128862,UK,Monthly
REV00133,CLT031,"Smith, Swanson and Lam",PRJ018,Mesh Extensible Infrastructures,INV00133,CON051,Jul-25,09-07-2025,4115786,SGD,Recognized,One-time,342982.17,4115786,4115786,3374944.52,740841.48,29.84,14-07-2025,Pending,1186256,69,4.3,High,4655491,13664,Singapore,Monthly
REV00134,CLT015,"Taylor, Leonard and Weiss",PRJ019,Unleash Dot-Com Functionalities,INV00134,CON055,Sep-25,08-09-2025,3308324,SGD,Accrued,One-time,275693.67,3308324,3308324,2712825.68,595498.32,23.79,13-09-2025,Pending,364300,27,-0.81,High,3789358,386979,India,Annual
REV00135,CLT039,Williams and Sons,PRJ008,Drive Rich Functionalities,INV00135,CON002,Oct-25,21-10-2025,4466170,SGD,Deferred,Recurring,372180.83,4466170,4466170,3662259.4,803910.6,23.85,26-10-2025,Pending,1433,47,40.07,High,4959410,68414,Singapore,Monthly
REV00136,CLT007,Pollard-Taylor,PRJ011,Generate Bricks-And-Clicks Platforms,INV00136,CON020,May-25,25-05-2025,2756191,INR,Accrued,One-time,229682.58,2756191,2756191,2260076.62,496114.38,38.56,30-05-2025,Pending,330309,98,41.92,High,3548741,255433,Australia,Monthly
REV00137,CLT037,Taylor-Jenkins,PRJ002,Morph Cutting-Edge Applications,INV00137,CON012,Aug-25,29-08-2025,2719396,USD,Accrued,Recurring,226616.33,2719396,2719396,2229904.72,489491.28,30.45,03-09-2025,Pending,218334,68,-6.56,High,3463430,124778,Singapore,Annual
REV00138,CLT029,Martin Inc,PRJ014,Synthesize Dot-Com Networks,INV00138,CON011,Jul-25,29-07-2025,3523044,INR,Recognized,Recurring,293587,3523044,3523044,2888896.08,634147.92,15.42,03-08-2025,Partial,794217,49,17.76,High,3806397,251390,UK,Quarterly
REV00139,CLT039,"Hansen, Miller and Romero",PRJ020,Re-Contextualize Plug-And-Play Models,INV00139,CON058,Sep-25,29-09-2025,4099489,INR,Recognized,One-time,341624.08,4099489,4099489,3361580.98,737908.02,7.27,04-10-2025,Overdue,64997,60,41.55,High,4507384,466486,India,Monthly
REV00140,CLT032,Mathews-Williams,PRJ005,Maximize Front-End Technologies,INV00140,CON004,Nov-25,22-11-2025,3076852,INR,Recognized,Recurring,256404.33,3076852,3076852,2523018.64,553833.36,50.9,27-11-2025,Overdue,896754,16,2.67,High,3841776,314685,India,Monthly
REV00141,CLT025,Jones Inc,PRJ006,Seize Customized Web-Readiness,INV00141,CON024,Aug-25,31-08-2025,3249794,USD,Recognized,Recurring,270816.17,3249794,3249794,2664831.08,584962.92,22.15,05-09-2025,Partial,391292,62,-12.32,High,3841003,138097,Australia,Annual
REV00142,CLT035,Le-Jordan,PRJ016,Strategize Out-Of-The-Box E-Business,INV00142,CON037,Jun-25,06-06-2025,2026708,INR,Recognized,Recurring,168892.33,2026708,2026708,1661900.56,364807.44,21.17,11-06-2025,Partial,313369,15,8.69,High,2647249,18207,UK,Monthly
REV00143,CLT005,Williams PLC,PRJ003,Synergize Efficient Methodologies,INV00143,CON025,Sep-25,24-09-2025,4717121,SGD,Accrued,One-time,393093.42,4717121,4717121,3868039.22,849081.78,29.68,29-09-2025,Paid,1157741,46,36.4,High,5688406,480856,Australia,Monthly
REV00144,CLT032,Wilson Group,PRJ019,Redefine Extensible Methodologies,INV00144,CON039,Sep-25,23-09-2025,4018202,INR,Deferred,Recurring,334850.17,4018202,4018202,3294925.64,723276.36,48.83,28-09-2025,Overdue,361129,40,9.18,High,4964381,356942,UK,Monthly
REV00145,CLT015,Robinson and Sons,PRJ005,Implement Value-Added Niches,INV00145,CON020,Jun-25,07-06-2025,3767081,INR,Accrued,One-time,313923.42,3767081,3767081,3089006.42,678074.58,29.44,12-06-2025,Overdue,565014,98,10.01,High,4684992,98532,UK,Annual
REV00146,CLT013,Fuller Inc,PRJ002,Seize End-To-End Deliverables,INV00146,CON016,Nov-25,11-11-2025,327420,SGD,Accrued,Recurring,27285,327420,327420,268484.4,58935.6,28.94,16-11-2025,Overdue,6626,51,27.28,Low,370702,431754,UK,Annual
REV00147,CLT017,Hurley Inc,PRJ003,Exploit Bricks-And-Clicks E-Commerce,INV00147,CON019,Jan-26,03-01-2026,280271,SGD,Accrued,Recurring,23355.92,280271,280271,229822.22,50448.78,29.17,08-01-2026,Partial,6507,25,36.23,Low,359853,112364,Singapore,Quarterly
REV00148,CLT020,Cooper Ltd,PRJ009,Redefine Impactful E-Services,INV00148,CON028,Feb-26,05-02-2026,3208104,SGD,Recognized,One-time,267342,3208104,3208104,2630645.28,577458.72,23.42,10-02-2026,Overdue,962588,37,-1.91,High,3659303,272964,India,Annual
REV00149,CLT020,Mcneil-Sullivan,PRJ007,Seize Synergistic Technologies,INV00149,CON010,Jan-26,27-01-2026,4389373,SGD,Accrued,Recurring,365781.08,4389373,4389373,3599285.86,790087.14,6.62,01-02-2026,Overdue,503949,120,-11.59,High,5737764,424688,USA,Annual
REV00150,CLT013,Clark LLC,PRJ011,Transition Ubiquitous Niches,INV00150,CON047,Mar-26,15-03-2026,1915317,SGD,Recognized,Recurring,159609.75,1915317,1915317,1570559.94,344757.06,5.4,20-03-2026,Pending,560605,86,32.09,Medium,2531968,352252,USA,Quarterly
REV00151,CLT020,Francis Group,PRJ014,Incubate B2C Communities,INV00151,CON051,Sep-25,20-09-2025,2829289,SGD,Accrued,Recurring,235774.08,2829289,2829289,2320016.98,509272.02,17.62,25-09-2025,Paid,546432,79,2.64,High,3693252,246696,Australia,Quarterly
REV00152,CLT022,Drake Inc,PRJ014,Morph Killer E-Markets,INV00152,CON037,Aug-25,16-08-2025,3888387,SGD,Deferred,Recurring,324032.25,3888387,3888387,3188477.34,699909.66,41.8,21-08-2025,Pending,663504,115,27.94,High,4991453,255632,Singapore,Monthly
REV00153,CLT026,"Torres, Mcdonald and Zamora",PRJ014,Strategize Mission-Critical Portals,INV00153,CON031,Dec-25,18-12-2025,3265491,SGD,Recognized,Recurring,272124.25,3265491,3265491,2677702.62,587788.38,50.85,23-12-2025,Pending,79115,73,-3.04,High,3794273,7380,Singapore,Annual
REV00154,CLT003,"Gonzalez, Howard and Brandt",PRJ010,Whiteboard Scalable Systems,INV00154,CON019,Apr-26,09-04-2026,3874587,USD,Deferred,Recurring,322882.25,3874587,3874587,3177161.34,697425.66,3.18,14-04-2026,Partial,1091123,81,16.45,High,4572398,360070,UK,Monthly
REV00155,CLT003,Jones Group,PRJ013,Utilize Bricks-And-Clicks Interfaces,INV00155,CON057,Jul-25,12-07-2025,2195715,SGD,Recognized,Recurring,182976.25,2195715,2195715,1800486.3,395228.7,6.3,17-07-2025,Paid,560708,84,-12.08,High,2960711,347062,India,Quarterly
REV00156,CLT027,"Jimenez, Alvarez and Johnson",PRJ004,Aggregate Magnetic Roi,INV00156,CON043,May-26,07-05-2026,4414670,SGD,Recognized,One-time,367889.17,4414670,4414670,3620029.4,794640.6,35.58,12-05-2026,Paid,1306101,82,27.04,High,5190096,471136,Australia,Monthly
REV00157,CLT036,"Parker, Graham and Black",PRJ016,Transition B2C Interfaces,INV00157,CON059,May-26,22-05-2026,1792263,SGD,Recognized,Recurring,149355.25,1792263,1792263,1469655.66,322607.34,16.92,27-05-2026,Paid,346663,35,-14.84,Medium,2242999,475466,UK,Annual
REV00158,CLT003,Hernandez PLC,PRJ010,Syndicate Efficient Deliverables,INV00158,CON024,Oct-25,14-10-2025,2673177,SGD,Deferred,One-time,222764.75,2673177,2673177,2192005.14,481171.86,10.46,19-10-2025,Partial,243062,17,36.07,High,3520808,5071,Singapore,Quarterly
REV00159,CLT025,Johnson-Wilson,PRJ016,Productize Frictionless Portals,INV00159,CON052,Feb-26,22-02-2026,3587810,INR,Accrued,One-time,298984.17,3587810,3587810,2942004.2,645805.8,4.97,27-02-2026,Partial,349760,19,-7.05,High,4549068,494124,UK,Annual
REV00160,CLT005,Ramos-Smith,PRJ009,Syndicate Sticky Channels,INV00160,CON042,Oct-25,03-10-2025,2686018,USD,Deferred,One-time,223834.83,2686018,2686018,2202534.76,483483.24,50.04,08-10-2025,Paid,469730,90,37.39,High,3238612,360836,Singapore,Annual
REV00161,CLT032,"Cameron, Long and Guzman",PRJ011,Visualize Best-Of-Breed Niches,INV00161,CON016,Jun-25,14-06-2025,2825747,INR,Deferred,One-time,235478.92,2825747,2825747,2317112.54,508634.46,26.04,19-06-2025,Partial,105593,69,-1.64,High,3512389,211433,UK,Monthly
REV00162,CLT006,"Rodriguez, Chan and Torres",PRJ020,Unleash Distributed E-Tailers,INV00162,CON040,Jul-25,04-07-2025,2605152,USD,Recognized,One-time,217096,2605152,2605152,2136224.64,468927.36,7.53,09-07-2025,Pending,533030,76,-2.59,High,3260197,498259,India,Quarterly
REV00163,CLT022,"Smith, Romero and Koch",PRJ012,Synergize Innovative Models,INV00163,CON054,Nov-25,27-11-2025,2499335,INR,Recognized,One-time,208277.92,2499335,2499335,2049454.7,449880.3,23.2,02-12-2025,Overdue,547341,52,27.13,High,2658626,86064,UK,Annual
REV00164,CLT008,Fox-Diaz,PRJ015,Engage Web-Enabled Schemas,INV00164,CON030,Nov-25,20-11-2025,4993542,SGD,Accrued,Recurring,416128.5,4993542,4993542,4094704.44,898837.56,25.4,25-11-2025,Overdue,282352,68,-14.74,High,6346113,290049,UK,Annual
REV00165,CLT026,"Wilkinson, Baker and Ellis",PRJ011,Mesh Efficient Applications,INV00165,CON019,Apr-26,22-04-2026,3848745,SGD,Deferred,Recurring,320728.75,3848745,3848745,3155970.9,692774.1,42.36,27-04-2026,Pending,289784,57,21.15,High,5064683,268589,Australia,Monthly
REV00166,CLT008,Rodgers PLC,PRJ012,Cultivate Plug-And-Play Convergence,INV00166,CON036,Jul-25,25-07-2025,4079634,USD,Accrued,Recurring,339969.5,4079634,4079634,3345299.88,734334.12,14.68,30-07-2025,Pending,1196715,90,27.61,High,5108815,468643,India,Monthly
REV00167,CLT019,Jones-Love,PRJ007,Architect Leading-Edge E-Business,INV00167,CON049,Aug-25,03-08-2025,4589680,SGD,Deferred,Recurring,382473.33,4589680,4589680,3763537.6,826142.4,49.42,08-08-2025,Partial,752211,109,12.16,High,5667486,354170,Australia,Annual
REV00168,CLT013,Franco-Lewis,PRJ020,Morph Web-Enabled Eyeballs,INV00168,CON056,Jul-25,12-07-2025,3766688,SGD,Deferred,One-time,313890.67,3766688,3766688,3088684.16,678003.84,35.91,17-07-2025,Partial,1329150,95,27.57,High,4370572,308483,Singapore,Monthly
REV00169,CLT017,Herrera and Sons,PRJ001,Re-Contextualize Dot-Com Convergence,INV00169,CON022,Dec-25,29-12-2025,3961870,USD,Accrued,One-time,330155.83,3961870,3961870,3248733.4,713136.6,5.41,03-01-2026,Pending,324651,10,-5.78,High,4543428,26662,Australia,Monthly
REV00170,CLT015,Nelson-Thomas,PRJ007,Matrix 24/7 Methodologies,INV00170,CON043,Nov-25,13-11-2025,2834040,SGD,Recognized,One-time,236170,2834040,2834040,2323912.8,510127.2,21.34,18-11-2025,Overdue,756647,42,-1.89,High,3615658,278134,India,Quarterly
REV00171,CLT002,Porter Inc,PRJ017,Synthesize Viral E-Commerce,INV00171,CON053,Aug-25,05-08-2025,3195376,USD,Recognized,Recurring,266281.33,3195376,3195376,2620208.32,575167.68,10.06,10-08-2025,Partial,1066895,62,14.21,High,3639310,341588,Australia,Monthly
REV00172,CLT028,Trevino LLC,PRJ003,Scale One-To-One Networks,INV00172,CON048,Mar-26,22-03-2026,1339786,USD,Recognized,Recurring,111648.83,1339786,1339786,1098624.52,241161.48,48.95,27-03-2026,Partial,481532,96,4.9,Medium,1441953,28452,Australia,Quarterly
REV00173,CLT005,"Davis, Bailey and Cook",PRJ019,Maximize Impactful Functionalities,INV00173,CON003,Sep-25,13-09-2025,658924,USD,Deferred,Recurring,54910.33,658924,658924,540317.68,118606.32,16.51,18-09-2025,Pending,55645,42,32.21,Medium,751440,45353,UK,Quarterly
REV00174,CLT024,Patel-Esparza,PRJ001,Harness Bleeding-Edge Info-Mediaries,INV00174,CON036,Apr-26,08-04-2026,4706262,USD,Accrued,One-time,392188.5,4706262,4706262,3859134.84,847127.16,43.54,13-04-2026,Paid,258442,10,-14.7,High,5783979,281622,Singapore,Monthly
REV00175,CLT012,"Clark, Warren and Mcdaniel",PRJ019,Empower Collaborative Applications,INV00175,CON055,Jan-26,04-01-2026,506242,USD,Recognized,One-time,42186.83,506242,506242,415118.44,91123.56,3.79,09-01-2026,Paid,143878,64,23.68,Medium,542662,352156,India,Quarterly
REV00176,CLT040,Nelson-Reynolds,PRJ010,Mesh B2B Portals,INV00176,CON045,Aug-25,28-08-2025,4950372,INR,Recognized,Recurring,412531,4950372,4950372,4059305.04,891066.96,43.35,02-09-2025,Partial,1186048,77,6.87,High,5667680,224556,USA,Annual
REV00177,CLT036,Morrison PLC,PRJ004,Re-Contextualize Value-Added Methodologies,INV00177,CON012,Dec-25,07-12-2025,737645,SGD,Recognized,Recurring,61470.42,737645,737645,604868.9,132776.1,26.9,12-12-2025,Paid,73401,119,17.32,Medium,832779,464695,India,Annual
REV00178,CLT026,"Harrington, Kelley and Smith",PRJ008,Transition Holistic E-Services,INV00178,CON058,Feb-26,01-02-2026,4995929,USD,Recognized,Recurring,416327.42,4995929,4995929,4096661.78,899267.22,13.68,06-02-2026,Overdue,1797603,42,-6.97,High,5996798,47476,Australia,Annual
REV00179,CLT005,Thornton Ltd,PRJ009,Visualize Transparent Infrastructures,INV00179,CON024,Mar-26,24-03-2026,2013090,USD,Recognized,One-time,167757.5,2013090,2013090,1650733.8,362356.2,48.5,29-03-2026,Overdue,701062,31,16.07,High,2591728,203472,India,Monthly
REV00180,CLT017,Snow-Anderson,PRJ013,Optimize Plug-And-Play Synergies,INV00180,CON059,Aug-25,18-08-2025,1919814,SGD,Accrued,Recurring,159984.5,1919814,1919814,1574247.48,345566.52,16.83,23-08-2025,Overdue,425556,50,34.03,Medium,2214524,415580,India,Quarterly
REV00181,CLT015,Harrison-Gill,PRJ014,Leverage Dynamic Markets,INV00181,CON052,Jun-25,28-06-2025,2820126,INR,Recognized,Recurring,235010.5,2820126,2820126,2312503.32,507622.68,40.94,03-07-2025,Overdue,1009813,91,13.73,High,3139395,84539,Singapore,Annual
REV00182,CLT037,Miller-Mitchell,PRJ001,Transform Intuitive Architectures,INV00182,CON057,Feb-26,09-02-2026,2427789,INR,Accrued,Recurring,202315.75,2427789,2427789,1990786.98,437002.02,46.7,14-02-2026,Partial,227114,62,21.39,High,2892526,252532,UK,Annual
REV00183,CLT009,"Charles, Gardner and Gonzalez",PRJ004,Seize Seamless Initiatives,INV00183,CON002,May-26,16-05-2026,1747422,USD,Accrued,Recurring,145618.5,1747422,1747422,1432886.04,314535.96,12.97,21-05-2026,Partial,528859,92,10.19,Medium,1913197,50488,Australia,Annual
REV00184,CLT034,Heath-Larsen,PRJ014,Scale Bricks-And-Clicks Systems,INV00184,CON015,Oct-25,24-10-2025,4094344,USD,Deferred,One-time,341195.33,4094344,4094344,3357362.08,736981.92,3.21,29-10-2025,Paid,799510,49,20.34,High,5209717,399265,Singapore,Monthly
REV00185,CLT034,Gilbert-Evans,PRJ004,Streamline Proactive Initiatives,INV00185,CON034,Feb-26,17-02-2026,110348,INR,Accrued,One-time,9195.67,110348,110348,90485.36,19862.64,24.06,22-02-2026,Paid,42896,31,26.27,Low,126323,189933,UK,Quarterly
REV00186,CLT012,Stewart and Sons,PRJ012,Mesh End-To-End Systems,INV00186,CON036,Jan-26,18-01-2026,4704933,SGD,Accrued,Recurring,392077.75,4704933,4704933,3858045.06,846887.94,24.92,23-01-2026,Partial,532210,44,19.66,High,6032939,208734,India,Quarterly
REV00187,CLT010,Reilly-Russo,PRJ016,Integrate Dynamic Eyeballs,INV00187,CON060,Dec-25,14-12-2025,3702210,USD,Accrued,One-time,308517.5,3702210,3702210,3035812.2,666397.8,45.13,19-12-2025,Overdue,134386,38,-1.69,High,3976217,19794,Australia,Annual
